address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
Fairview Ave,Vallejo,CA,94589,NA,812.0,2.0,1.0,103,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128802725_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
De Anza Dr,Vallejo,CA,94589,NA,1155.0,3.0,2.0,162,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127101827_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Mesa Verde St,Vallejo,CA,94589,NA,1265.0,3.0,2.0,115,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128658404_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
420 Hannigan Way,Vallejo,CA,94589,334000,1516.0,3.0,2.0,1605,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/420-Hannigan-Way-Vallejo-CA-94589/15665717_zpid/
218 Emily St,Vallejo,CA,94589,351000,1532.0,3.0,2.0,1773,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/218-Emily-St-Vallejo-CA-94589/15665354_zpid/
165 Oddstad Dr APT 1,Vallejo,CA,94589,NA,1139.0,2.0,2.0,2305,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/165-Oddstad-Dr-APT-1-Vallejo-CA-94589/15689967_zpid/
Hastings Ave,Vallejo,CA,94589,289000,1104.0,3.0,2.0,339,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116573559_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Evelyn Cir,Vallejo,CA,94589,314000,1304.0,3.0,2.0,341,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124401864_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Loyola Way,Vallejo,CA,94589,304000,1285.0,3.0,2.0,197,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/119122387_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Tuolumne St,Vallejo,CA,94589,338000,1552.0,3.0,2.0,311,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116614056_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1445 Corcoran Ave,Vallejo,CA,94589,425000,2346.0,4.0,2.0,1594,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1445-Corcoran-Ave-Vallejo-CA-94589/15665405_zpid/
1345 Jack London Dr,Vallejo,CA,94589,295000,1232.0,4.0,2.0,1789,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1345-Jack-London-Dr-Vallejo-CA-94589/15661198_zpid/
842 Stella St,Vallejo,CA,94589,330000,1604.0,4.0,2.0,1597,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/842-Stella-St-Vallejo-CA-94589/15664506_zpid/
Redwing St,Vallejo,CA,94589,283000,1104.0,3.0,2.0,438,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/120915665_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Kenyon Way,Vallejo,CA,94589,363000,1703.0,4.0,2.5,465,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/121623903_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Inverness Dr,Vallejo,CA,94589,296000,1696.0,4.0,2.0,571,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116614024_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Souza Way,Vallejo,CA,94589,NA,1358.0,3.0,2.5,43,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128932032_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
355 Parkview Ter # 5,Vallejo,CA,94589,158000,918.0,2.0,1.0,3034,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/355-Parkview-Ter-5-Vallejo-CA-94589/15691308_zpid/
143 Smokey Hills Dr,Vallejo,CA,94589,402000,1732.0,4.0,2.0,1635,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/143-Smokey-Hills-Dr-Vallejo-CA-94589/15665699_zpid/
212 Willow St,Vallejo,CA,94589,288000,1025.0,3.0,2.0,390,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/212-Willow-St-Vallejo-CA-94589/15653398_zpid/
107 Erin Dr,Vallejo,CA,94589,375000,1532.0,3.0,2.0,1789,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/107-Erin-Dr-Vallejo-CA-94589/15665396_zpid/
Kenyon Way,Vallejo,CA,94589,335000,1521.0,4.0,2.0,218,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124826738_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Erin Dr,Vallejo,CA,94589,NA,2410.0,4.0,2.5,197,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/127209106_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Taper Ct,Vallejo,CA,94589,376000,1765.0,4.0,3.0,389,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125436716_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
283 Dixie Ct,Vallejo,CA,94589,278000,1000.0,3.0,1.0,1597,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/283-Dixie-Ct-Vallejo-CA-94589/15662618_zpid/
Mini Dr,Vallejo,CA,94589,NA,946.0,3.0,1.0,65,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128884024_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Pepper Dr,Vallejo,CA,94589,304000,1228.0,3.0,2.0,312,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123730618_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Platt Ct,Vallejo,CA,94589,292000,1562.0,3.0,2.0,600,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/119880770_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
440 Corcoran Ave APT 3,Vallejo,CA,94589,128000,880.0,2.0,1.5,3134,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/440-Corcoran-Ave-APT-3-Vallejo-CA-94589/15687472_zpid/
468 Corcoran Ave APT 1,Vallejo,CA,94589,129000,880.0,2.0,1.5,2580,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/468-Corcoran-Ave-APT-1-Vallejo-CA-94589/15687507_zpid/
Swan Way,Vallejo,CA,94589,339000,1796.0,3.0,2.5,536,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116574651_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
366 Sawyer St,Vallejo,CA,94589,329000,1063.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/366-Sawyer-St-Vallejo-CA-94589/15664426_zpid/
140 Edgehill Ct,Vallejo,CA,94589,425000,1696.0,3.0,2.0,120,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/140-Edgehill-Ct-Vallejo-CA-94589/15654019_zpid/
241 Howard Ave,Vallejo,CA,94589,349900,1568.0,3.0,2.0,32,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/241-Howard-Ave-Vallejo-CA-94589/15655254_zpid/
130 Radcliffe Dr,Vallejo,CA,94589,330000,1440.0,4.0,2.0,69,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-Radcliffe-Dr-Vallejo-CA-94589/15665191_zpid/
133 Anderson St,Vallejo,CA,94589,368000,1409.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/133-Anderson-St-Vallejo-CA-94589/15664899_zpid/
49 Rinaldo Dr,Vallejo,CA,94589,375000,1536.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/49-Rinaldo-Dr-Vallejo-CA-94589/15661526_zpid/
530 Echo Summit Rd,Vallejo,CA,94589,342500,1088.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/530-Echo-Summit-Rd-Vallejo-CA-94589/15661379_zpid/
College Ave,Vallejo,CA,94589,310000,1376.0,4.0,2.0,282,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116573562_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
0 Clark Dr,Vallejo,CA,94589,205000,7405.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Clark-Dr-Vallejo-CA-94589/2095465876_zpid/
0 Sonoma Blvd,Vallejo,CA,94589,999888,NA,NA,NA,330,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Sonoma-Blvd-Vallejo-CA-94589/2101190020_zpid/
